iter	RMSE
581	2.954063689
582	2.948840988
583	2.944353345
584	2.93324188
585	2.917069063
586	2.897679736
587	2.884067246
588	2.866840441
589	2.846003149
590	2.82878006
591	2.812094974
592	2.794741674
593	2.774794428
594	2.760382156
595	2.741713375
596	2.72551781
597	2.711930376
598	2.697921125
599	2.677713534
600	2.656628799
601	2.638258861
602	2.634668588
603	2.618830952
604	2.601732057
605	2.58338195
606	2.566332403
607	2.562551699
608	2.545688644
609	2.530376879
610	2.526645261
611	2.511469344
612	2.500186957
613	2.49701967
614	2.478459157
615	2.46791086
616	2.451069631
617	2.435727024
618	2.419101963
619	2.404281743
620	2.391645652
621	2.387784662
622	2.37980633
623	2.363354122
624	2.350686803
625	2.3398316
626	2.32849024
627	2.320699741
628	2.310788668
629	2.301310588
630	2.288196569
631	2.27087289
632	2.26713455
633	2.256479564
634	2.241584865
635	2.224699047
636	2.218192078
637	2.215245079
638	2.200550759
639	2.190661967
640	2.178082964
641	2.16917291
642	2.166307903
643	2.152666752
644	2.136925032
645	2.124361029
646	2.119269194
647	2.106122801
648	2.091551378
649	2.078620456
650	2.068972724
651	2.058245646
652	2.047641271
653	2.039433923
654	2.02693245
655	2.021149546
656	2.012058141
657	1.997989224
658	1.983157918
659	1.980423955
660	1.968831936
661	1.961314845
662	1.952375108
663	1.941031262
664	1.929282935
665	1.922513861
666	1.910171875
667	1.896503929
668	1.885135938
669	1.870888287
670	1.866347333
671	1.853513847
672	1.845472955
673	1.832503994
674	1.825239229
675	1.817724427
676	1.808105721
677	1.797683276
678	1.788417513
679	1.785652662
680	1.781738008
681	1.770598694
682	1.75971231
683	1.748382917
684	1.742950372
685	1.740505157
686	1.734220303
687	1.725604613
688	1.712598553
689	1.702531171
690	1.693622161
691	1.680815051
692	1.67110897
693	1.66868686
694	1.658607082
695	1.648803843
696	1.639867714
697	1.625730912
698	1.61480785
699	1.6073108
700	1.604808919
701	1.602391876
702	1.595794506
703	1.593602125
704	1.582859009
705	1.572755771
706	1.56093198
707	1.551263917
708	1.543998024
709	1.535423368
710	1.527914107
711	1.51623753
712	1.509193362
713	1.499073421
714	1.491152478
715	1.482118675
716	1.474374828
717	1.465043988
718	1.456404413
719	1.448097671
720	1.438843455
721	1.43689499
722	1.425458819
723	1.416652225
724	1.406514845
725	1.396511639
726	1.389054347
727	1.379912856
728	1.370489126
729	1.361175238
730	1.352875103
731	1.344471629
732	1.339033699
733	1.333340937
734	1.326094088
735	1.321768434
736	1.313304583
737	1.305641896
738	1.304170969
739	1.297581761
740	1.291805684
741	1.28871616
742	1.281920022
743	1.273169633
744	1.265301024
745	1.25693422
746	1.250067469
747	1.243096999
748	1.234734843
749	1.225505666
750	1.219669337
751	1.210434206
752	1.20564866
753	1.200027391
754	1.1927262
755	1.190306928
756	1.183434266
757	1.176090135
758	1.174453449
759	1.168031146
760	1.161072093
761	1.155948853
762	1.153718188
763	1.147342917
764	1.141520261
765	1.140195731
766	1.13518976
767	1.134024144
768	1.132594007
769	1.125266049
770	1.118493468
771	1.115671717
772	1.108578494
773	1.101210208
774	1.095693594
775	1.091724696
776	1.085307096
777	1.078011427
778	1.072688775
779	1.066160266
780	1.058839068
781	1.053289991
782	1.050789866
783	1.044197027
784	1.037880749
785	1.031668558
786	1.02444806
787	1.023116049
788	1.021903168
789	1.015801075
790	1.010217115
791	1.007970911
792	1.002167752
793	1.001106161
794	0.9949066877
795	0.9934379917
796	0.9875896444
797	0.9835201995
798	0.9797977071
799	0.9730238657
800	0.9696514871
801	0.9621855939
802	0.9593594431
803	0.9533164741
804	0.9485560261
805	0.9435707251
806	0.9412906582
807	0.9350285839
808	0.9337936091
809	0.9301434894
810	0.9285741267
811	0.9242192334
812	0.9195348844
813	0.9156480316
814	0.9087641457
815	0.9051690597
816	0.899318523
817	0.8960522619
818	0.891346977
819	0.8854297395
820	0.883388032
821	0.8799575849
822	0.8789744779
823	0.8756537764
824	0.8746419939
825	0.8725745653
826	0.8717007581
827	0.8660244766
828	0.8617592068
829	0.8556771514
830	0.8512023529
831	0.8454488575
832	0.8407739471
833	0.8354347751
834	0.8299631288
835	0.8251676328
836	0.8211065941
837	0.8201150791
838	0.8162084598
839	0.8117653987
840	0.8063558221
841	0.8026273492
842	0.7990833034
843	0.7983547476
844	0.7954493526
845	0.7911973271
846	0.7852106383
847	0.781083293
848	0.7777844172
849	0.776887991
850	0.7751081066
851	0.7692463312
852	0.7682405214
853	0.7649403933
854	0.7642324769
855	0.7598661092
856	0.7588504822
857	0.7553411467
858	0.7546192162
859	0.7507985022
860	0.7458487193
861	0.7403300188
862	0.7364943922
863	0.7342576194
864	0.7307655321
865	0.728666885
866	0.7276405286
867	0.7261458153
868	0.7237820617
869	0.7221497892
870	0.7196082555
871	0.7181854167
872	0.7143377294
873	0.7131457674
874	0.7082823367
875	0.70459645
876	0.7008772357
877	0.6985873077
878	0.6931868082
879	0.6897566577
880	0.6855795754
881	0.6808633139
882	0.678382379
883	0.675569235
884	0.6729599804
885	0.6677803361
886	0.6649219569
887	0.6642329293
888	0.662912762
889	0.6603386371
890	0.6576833407
891	0.6538448186
892	0.6509628002
893	0.6461764965
894	0.643944308
895	0.6420016564
896	0.6384748345
897	0.6377624983
898	0.6367640655
899	0.6335873049
900	0.6288818984
901	0.6260815492
902	0.6229323579
903	0.6193762833
904	0.6160512107
905	0.6120501163
906	0.6080102262
907	0.6071856564
908	0.6042710596
909	0.6035000464
910	0.6011184913
911	0.5976451263
912	0.5951495252
913	0.5944887401
914	0.5902848709
915	0.5897503266
916	0.587147408
917	0.5834432131
918	0.5796292446
919	0.5771815892
920	0.5736100152
921	0.5724865535
922	0.5719886876
923	0.5693495402
924	0.5667038643
925	0.5639437365
926	0.5607813683
927	0.5584059012
928	0.5558083951
929	0.5521561088
930	0.5499442335
931	0.5482561225
932	0.5462435073
933	0.542800252
934	0.5420504393
935	0.5412392863
936	0.5401604373
937	0.5375841417
938	0.5370712129
939	0.5354882026
940	0.5336567713
941	0.5312102592
942	0.5291853824
943	0.5281469029
944	0.5270336258
945	0.5236484354
946	0.5228537046
947	0.5222052361
948	0.5212595744
949	0.5202779456
950	0.5171245058
951	0.5149228001
952	0.514317785
953	0.5107873725
954	0.5093763963
955	0.5067332542
956	0.5034769658
957	0.5020343741
958	0.4989451533
959	0.4952880998
960	0.4921770403
961	0.4917676882
962	0.4894484405
963	0.4862216874
964	0.4840530579
965	0.4807565373
966	0.4782657819
967	0.4765983313
968	0.4742228702
969	0.472696864
970	0.4690709906
971	0.4686445744
972	0.4670567184
973	0.46456274
974	0.4630706853
975	0.4613369489
976	0.4582504908
977	0.4554652459
978	0.4539244008
979	0.4509313826
980	0.4487773432
981	0.4468875341
982	0.4447287369
983	0.4437975465
984	0.4434160682
985	0.4428442368
986	0.4415436538
987	0.440386798
988	0.4386501232
989	0.4356338529
990	0.4322147589
991	0.4305331742
992	0.4291342123
993	0.4264873522
994	0.4244525355
995	0.4229088966
996	0.4200138305
997	0.4170617483
998	0.4146171724
999	0.41169065
